PID,Lot Frontage,Lot Area,Year Built,Year Remod/Add,Total Bsmt SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Fireplaces,Garage Cars,Wood Deck SF,SalePrice,SalePrice_Present,TotalPorch,Overall Qual,Overall Cond,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating QC,Kitchen Qual,Fireplace Qu,Garage Finish,Garage Qual,MS SubClass,MS Zoning,Lot Shape,Lot Config,Neighborhood,Condition 1,Roof Style,Exterior 1st,Foundation,Central Air,Garage Type,Sale Type,Sale Condition,Alley_simplificado,Land_Contour_simplificado,Land_Slope_simplificado,Roof_Matl_simplificado,Electrical_simplificado,FunctioNo aplical_simplificado,Paved_Drive_simplificado,PoolQC_simplificado,Fence_simplificado,Misc_Feature_simplificado
905480150,60.0,9600,1924,1950,572.0,0,1096,0.0,0.0,1,0,2,1,0,0.0,0,79000,117442.64914937702,136,6,5,3,3,3,1,1,1,2,3,0,0,0,50,RL,Reg,Corner,Edwards,Artery,Gable,Wd Sdng,BrkTil,N,No aplica,WD ,Normal,0,1,1,1,0,1,0,0,0,0
905480240,60.0,9084,1941,1950,616.0,0,1111,0.0,1.0,1,0,3,1,0,1.0,48,95000,141228.50214165592,0,5,6,3,3,2,2,2,3,3,3,0,1,3,50,RL,Reg,Inside,Edwards,Artery,Gable,VinylSd,CBlock,N,Detchd,ConLw,Normal,0,1,1,1,1,1,1,0,0,0
906204150,86.0,11839,1990,1990,1475.0,0,2329,1.0,0.0,2,1,4,1,1,2.0,192,262280,389909.5951759317,121,7,5,3,4,3,1,6,1,5,4,5,1,3,60,RL,Reg,Inside,SawyerW,Norm,Hip,HdBoard,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
906204280,67.0,9771,1995,2002,1077.0,0,2814,0.0,1.0,2,1,4,1,1,2.0,48,260000,386520.111124532,248,6,5,3,4,3,1,2,1,5,4,3,3,3,60,RL,IR3,Corner,SawyerW,Norm,Gable,HdBoard,PConc,Y,BuiltIn,WD ,Normal,0,1,1,1,1,1,1,0,1,0
906223110,80.0,9938,1994,1994,1602.0,0,1626,1.0,0.0,2,1,3,1,1,2.0,424,226500,336718.48142194806,40,7,5,3,4,3,1,6,1,5,4,3,2,3,20,RL,Reg,Inside,SawyerW,Norm,Gable,HdBoard,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
906223140,67.0,14171,1993,1994,812.0,0,2200,0.0,0.0,2,1,4,1,1,2.0,168,225000,334488.5577039219,98,7,5,3,4,3,1,6,1,5,4,3,2,3,60,RL,IR2,CulDSac,SawyerW,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
906223220,85.0,10541,1996,1996,672.0,0,2037,0.0,0.0,2,1,3,1,1,2.0,100,229000,340435.0209519916,33,7,5,3,4,3,3,1,1,5,4,3,3,3,80,RL,IR1,Corner,SawyerW,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
906378190,65.0,10616,2007,2007,628.0,0,1356,0.0,0.0,2,1,3,1,1,2.0,100,177439,263783.6230685609,24,7,5,3,4,3,1,1,1,5,4,4,3,3,60,RL,IR1,Inside,CollgCr,Norm,Gable,VinylSd,PConc,Y,BuiltIn,New,Partial,0,1,1,1,1,1,1,0,0,0
906380030,65.0,9345,2007,2007,1615.0,0,1615,0.0,0.0,2,0,3,1,1,3.0,168,248500,369424.0292863315,30,8,5,3,4,3,3,1,1,5,4,4,2,3,20,RL,IR1,Inside,CollgCr,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
906412010,91.0,11778,2008,2008,2271.0,0,2276,1.0,0.0,2,0,3,1,2,3.0,0,475000,706142.5107082796,325,9,5,3,4,3,4,6,1,5,5,4,2,4,20,RL,Reg,Inside,CollgCr,Norm,Hip,VinylSd,PConc,Y,Attchd,WD ,Abnorml,0,1,1,1,1,1,1,0,0,0
906412050,91.0,11778,2008,2008,1751.0,0,1766,1.0,0.0,2,1,3,1,2,3.0,216,395039,587271.2237635538,36,9,5,3,5,3,3,6,1,5,5,4,3,3,20,RL,Reg,Inside,CollgCr,PosN,Hip,VinylSd,PConc,Y,Attchd,New,Partial,0,1,1,1,1,1,1,0,0,0
906420130,59.0,11228,1993,1993,1080.0,0,2097,0.0,1.0,2,1,3,1,1,3.0,196,228000,338948.4051399742,187,7,5,3,4,3,1,4,6,5,4,3,1,3,60,RL,IR2,CulDSac,SawyerW,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
906424010,67.0,11454,1995,1995,1401.0,0,1511,1.0,0.0,2,0,3,1,1,3.0,168,225000,334488.5577039219,42,8,5,3,4,3,4,6,1,5,4,2,3,3,80,RL,IR2,Corner,SawyerW,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
906475100,80.5,11500,1966,1966,1182.0,0,1643,1.0,0.0,2,0,2,1,1,2.0,339,195000,289890.083343399,0,6,6,3,4,4,4,2,5,5,3,4,1,3,20,RL,IR1,CulDSac,ClearCr,Norm,Flat,Plywood,CBlock,Y,Attchd,WD ,Normal,0,0,1,0,1,1,1,0,0,0
906476030,79.0,12798,1997,1997,616.0,0,1688,1.0,0.0,2,1,4,1,0,2.0,403,200000,297323.16240348615,299,6,5,3,4,3,4,6,1,4,4,0,2,3,60,RL,IR1,Inside,ClearCr,Feedr,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,0,0,1,1,1,1,0,0,1
907126030,65.0,9750,1994,1994,990.0,0,990,1.0,0.0,1,0,3,1,0,2.0,168,155000,230425.45086270172,0,5,7,3,4,3,1,6,1,5,3,0,1,3,20,RL,Reg,Inside,CollgCr,Norm,Gable,VinylSd,PConc,Y,Detchd,WD ,Normal,0,0,0,1,1,1,1,0,0,0
907135020,75.0,9525,1995,2006,1099.0,0,1099,0.0,0.0,1,1,3,1,0,1.0,278,144000,214072.67693051,0,5,6,3,4,3,1,1,1,5,4,0,1,3,20,RL,Reg,Inside,CollgCr,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907135260,57.0,9245,1994,1995,990.0,0,990,0.0,1.0,1,0,3,1,0,2.0,0,145000,215559.29274252744,0,5,5,3,4,3,1,6,1,5,3,0,1,3,20,RL,IR2,Inside,CollgCr,Norm,Gable,VinylSd,PConc,Y,Detchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907175080,70.0,8696,1997,1998,1418.0,0,1418,1.0,0.0,2,0,3,1,1,2.0,208,226001,335976.6601317513,110,7,5,3,4,3,4,6,1,5,4,3,2,3,20,RL,IR1,Inside,CollgCr,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907176010,70.0,13142,1997,1997,864.0,0,1771,1.0,0.0,2,1,3,1,0,2.0,0,215700,320663.03065215977,96,6,5,3,4,3,1,6,1,5,4,0,2,3,60,RL,IR1,Corner,CollgCr,PosN,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907181120,68.0,8998,2000,2000,782.0,0,1652,0.0,0.0,2,1,3,1,0,2.0,0,207500,308472.78099361685,70,7,5,3,4,3,2,6,1,5,4,0,2,3,60,RL,IR1,Inside,CollgCr,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907181140,68.0,9179,1999,1999,873.0,0,1790,1.0,0.0,2,1,3,1,0,2.0,0,193000,286916.8517193641,88,7,5,3,4,3,1,6,1,5,4,0,2,3,60,RL,IR1,Inside,CollgCr,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Abnorml,0,1,1,1,1,1,1,0,0,0
907187030,57.0,8924,1998,1999,880.0,0,1724,0.0,0.0,2,1,3,1,0,2.0,120,188000,279483.77265927696,155,7,5,3,4,3,3,1,1,5,4,0,3,3,60,RL,IR1,CulDSac,CollgCr,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907187080,93.0,9382,1999,2000,1468.0,0,1479,0.0,0.0,2,0,3,1,0,2.0,120,191000,283943.62009532924,25,7,5,3,4,3,1,1,1,5,4,0,2,3,20,RL,IR1,CulDSac,CollgCr,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907192130,88.0,12803,2002,2002,1494.0,0,1494,1.0,0.0,2,0,3,1,1,2.0,192,221000,328542.0944558522,36,7,5,3,4,3,2,6,1,5,4,3,2,3,20,RL,IR1,Inside,CollgCr,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907194020,80.0,12435,2001,2001,963.0,0,1792,0.0,0.0,2,1,3,1,1,2.0,0,231500,344151.5604820352,341,7,5,3,4,3,1,6,1,5,4,3,2,3,60,RL,Reg,Inside,CollgCr,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907196040,75.0,12192,2000,2001,928.0,0,1823,1.0,0.0,2,1,3,1,0,2.0,192,235000,349354.71582409623,36,7,5,3,4,3,1,6,1,5,4,0,2,3,60,RL,IR1,Inside,CollgCr,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,1
907196050,68.0,11250,2001,2002,920.0,0,1786,1.0,0.0,2,1,3,1,1,2.0,0,223500,332258.6339858957,42,7,5,3,4,3,2,6,1,5,4,3,2,3,60,RL,IR1,Inside,CollgCr,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907200110,70.0,9200,1975,1980,938.0,0,938,1.0,0.0,1,0,3,1,0,1.0,145,130250,193631.70951527037,0,5,6,3,4,3,3,2,4,3,3,0,1,3,20,RL,IR1,CulDSac,CollgCr,Norm,Hip,VinylSd,CBlock,Y,Detchd,WD ,Normal,0,1,1,1,1,1,1,0,1,0
907201060,65.0,8385,1977,1977,985.0,0,985,0.0,0.0,2,0,3,1,0,1.0,210,149900,222843.71022141285,0,5,8,3,4,4,3,6,1,3,3,0,1,3,80,RL,Reg,Inside,CollgCr,Norm,Gable,HdBoard,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907202010,70.0,12250,1978,1978,864.0,0,1174,1.0,0.0,1,0,3,1,0,2.0,211,158000,234885.29829875403,280,5,6,3,4,3,2,5,1,5,3,0,1,3,20,RL,IR1,Inside,CollgCr,Norm,Gable,HdBoard,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907202160,70.0,10970,1978,1978,940.0,0,1026,1.0,0.0,1,0,3,1,0,2.0,0,147000,218532.5243665623,34,6,6,3,4,4,4,6,2,3,3,0,1,3,80,RL,IR1,Inside,CollgCr,Norm,Gable,Plywood,CBlock,Y,Detchd,WD ,Normal,0,0,0,1,1,1,1,0,1,0
907202190,70.0,9216,1975,1975,1076.0,0,1076,0.0,0.0,1,1,3,1,1,2.0,0,143195,212875.951201836,0,5,6,3,3,3,3,5,1,3,3,2,1,3,20,RL,IR1,Inside,CollgCr,Norm,Gable,HdBoard,CBlock,Y,Detchd,WD ,Abnorml,0,1,1,1,1,1,1,0,1,0
907202240,40.0,14330,1975,2001,864.0,0,1558,1.0,0.0,2,0,2,1,0,2.0,140,163000,242318.3773588412,466,5,6,3,3,3,1,3,5,3,3,0,3,3,20,RL,IR1,CulDSac,CollgCr,Norm,Gable,Plywood,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,1,0,1,0,0,0
907203090,88.0,7990,1975,1975,924.0,0,924,0.0,0.0,1,0,3,1,0,1.0,0,110000,163527.73932191738,0,5,6,3,4,3,1,1,1,3,3,0,1,3,20,RL,IR1,Inside,CollgCr,Norm,Hip,HdBoard,CBlock,Y,Detchd,WD ,Normal,0,1,1,1,1,1,1,0,1,0
907227050,60.0,7180,1972,1972,864.0,0,864,0.0,0.0,1,0,3,1,0,1.0,0,127000,188800.2081262137,0,5,7,3,3,3,3,5,1,3,3,0,1,3,20,RL,IR1,Inside,CollgCr,Norm,Hip,HdBoard,CBlock,Y,Detchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907227300,60.0,7200,1972,1972,780.0,0,780,0.0,0.0,1,0,2,1,0,1.0,196,124900,185678.31492097708,0,5,7,3,3,3,3,5,1,5,3,0,1,3,20,RL,Reg,Inside,CollgCr,Norm,Gable,HdBoard,CBlock,Y,Detchd,WD ,Normal,0,0,1,1,1,1,1,0,1,0
907250020,75.0,9742,2002,2002,1777.0,0,1795,0.0,0.0,2,0,3,1,1,2.0,171,230000,341921.6367640091,159,8,5,3,4,3,1,1,1,5,4,4,2,3,20,RL,Reg,Inside,CollgCr,Norm,Hip,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907251090,75.0,9473,2002,2002,1128.0,0,2031,1.0,0.0,2,1,3,1,1,2.0,0,237000,352327.94744813105,211,8,5,3,4,3,1,6,1,5,4,4,2,3,60,RL,Reg,Inside,CollgCr,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907253060,70.0,10316,2000,2000,992.0,0,1865,1.0,0.0,2,1,3,1,1,3.0,0,235000,349354.71582409623,184,7,5,3,4,3,1,6,1,5,4,3,2,3,60,RL,IR1,Inside,CollgCr,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907253110,70.0,10400,2001,2001,1257.0,0,2161,0.0,0.0,2,1,3,1,1,2.0,0,230500,342664.9446700177,84,7,5,3,4,3,1,1,1,5,4,3,2,3,60,RL,Reg,Inside,CollgCr,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907254020,73.0,9066,1999,2000,1004.0,0,1852,0.0,0.0,2,1,3,1,2,3.0,224,230000,341921.6367640091,106,8,5,3,4,3,2,6,1,5,4,3,3,3,60,RL,IR1,Inside,CollgCr,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,1,0
907254090,75.0,11404,1998,1999,1153.0,0,2031,0.0,0.0,2,1,3,1,1,2.0,192,222500,330772.0181738783,84,7,5,3,4,3,3,5,1,5,4,3,3,3,60,RL,IR1,Inside,CollgCr,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907255020,70.0,9240,2001,2002,1055.0,0,2263,0.0,0.0,2,1,3,1,1,2.0,0,287000,426658.7380490026,234,8,5,3,4,3,1,1,1,5,4,3,3,3,60,RL,Reg,Inside,CollgCr,Norm,Gable,VinylSd,PConc,Y,BuiltIn,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907255030,70.0,9720,2001,2002,1357.0,0,1947,1.0,0.0,2,1,3,1,1,3.0,168,274000,407332.732492776,116,9,5,3,4,3,2,6,1,5,4,3,3,3,60,RL,IR1,CulDSac,CollgCr,Norm,Gable,VinylSd,PConc,Y,BuiltIn,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907255060,70.0,14860,2002,2003,1778.0,0,1786,1.0,0.0,2,0,3,1,1,3.0,182,300000,445984.7436052292,35,8,5,3,5,3,4,6,1,5,4,4,2,3,20,RL,IR2,CulDSac,CollgCr,Norm,Hip,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907260010,70.0,11250,2002,2002,1128.0,0,2290,0.0,0.0,2,1,4,1,1,2.0,0,255900,380424.9862952605,0,8,5,3,4,3,2,1,1,5,4,4,1,3,60,RL,Reg,Corner,CollgCr,Norm,Gable,CemntBd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907262030,65.0,8158,2003,2003,884.0,0,1768,1.0,0.0,2,1,3,1,0,2.0,0,224900,334339.8961227201,63,7,5,3,4,3,1,6,1,5,4,0,2,3,60,RL,Reg,Inside,CollgCr,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907262060,41.0,10905,2003,2003,1129.0,0,2327,0.0,0.0,2,1,4,1,1,2.0,0,240000,356787.7948841833,57,7,5,3,4,3,1,1,1,5,4,4,2,3,60,RL,IR2,CulDSac,CollgCr,Norm,Gable,VinylSd,PConc,Y,BuiltIn,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907262070,72.0,7226,2003,2003,798.0,0,1640,0.0,0.0,2,1,3,1,0,2.0,0,183000,272050.6935991898,45,7,5,3,4,3,1,1,1,5,4,0,2,3,60,RL,IR1,CulDSac,CollgCr,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907265100,96.0,11690,1999,2000,850.0,0,1764,0.0,0.0,2,1,3,1,1,2.0,120,207000,307729.4730876081,29,8,5,3,4,3,3,1,1,5,4,3,1,3,60,RL,IR1,Inside,CollgCr,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907285080,70.0,8750,1994,1995,915.0,0,1908,1.0,0.0,2,1,4,1,1,2.0,144,210000,312189.32052366046,133,7,5,4,4,3,1,6,1,5,4,3,1,3,60,RL,Reg,Inside,CollgCr,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907290150,37.0,4435,2003,2003,848.0,0,848,1.0,0.0,1,0,1,1,0,2.0,140,136500,202923.05834037927,0,6,5,3,4,3,3,6,1,5,4,0,3,3,120,RM,Reg,Inside,CollgCr,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907290250,70.0,4426,2004,2004,848.0,0,848,1.0,0.0,1,0,1,1,0,2.0,140,145000,215559.29274252744,0,6,5,3,4,3,2,6,1,5,4,0,2,3,120,RM,Reg,Inside,CollgCr,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907295020,75.0,13125,1997,1998,1478.0,0,1493,1.0,0.0,2,0,3,1,1,2.0,140,208900,310554.0431304413,39,6,5,3,4,3,4,6,1,5,4,3,3,3,20,RL,Reg,Inside,CollgCr,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,0,1,1,1,1,0,0,0
907295100,83.0,10126,1997,1998,1838.0,0,1838,2.0,0.0,2,0,2,2,0,3.0,160,185000,275023.9252232247,67,6,5,4,4,3,4,6,2,5,3,0,1,3,90,RM,Reg,Corner,CollgCr,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Abnorml,0,1,1,1,1,1,1,0,0,0
907405020,70.0,9135,2002,2003,1536.0,0,1536,1.0,0.0,2,0,3,1,0,2.0,192,214000,318135.78377173014,74,7,5,3,4,3,3,6,1,5,4,0,2,3,20,RL,Reg,Inside,CollgCr,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907405140,65.0,8450,2003,2003,856.0,0,1710,1.0,0.0,2,1,3,1,0,2.0,0,208500,309959.3968056343,61,7,5,3,4,3,1,6,1,5,4,0,2,3,60,RL,Reg,Inside,CollgCr,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907412040,75.0,9750,2004,2004,1445.0,0,1445,0.0,0.0,2,0,3,1,0,2.0,0,186500,277253.8489412508,35,7,5,3,4,3,2,6,1,5,4,0,1,3,20,RL,Reg,Inside,CollgCr,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907412070,65.0,8450,2004,2004,1436.0,0,1436,1.0,0.0,2,0,3,1,0,2.0,139,210000,312189.32052366046,98,7,5,3,4,3,2,6,1,5,4,0,1,3,20,RL,Reg,Inside,CollgCr,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907412080,64.0,8320,2004,2004,770.0,0,1582,0.0,0.0,2,1,3,1,0,2.0,0,185900,276361.8794540404,45,7,5,3,4,3,1,6,1,5,4,0,2,3,60,RL,Reg,Inside,CollgCr,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907412090,85.0,11049,2007,2007,1234.0,0,1234,0.0,0.0,2,0,3,1,0,2.0,0,179900,267442.1845819357,30,8,5,3,5,3,3,1,1,5,4,0,2,3,20,RL,Reg,Corner,CollgCr,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907418010,85.0,11058,2007,2007,1564.0,0,1564,0.0,0.0,2,0,3,1,0,3.0,0,218836,325325.05783864646,24,7,6,3,4,3,1,6,1,5,4,0,2,3,20,RL,Reg,Corner,CollgCr,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907418040,74.0,9627,2007,2007,1351.0,0,1361,0.0,0.0,2,0,3,1,0,2.0,0,193000,286916.8517193641,50,7,5,3,4,3,3,6,1,5,4,0,2,3,20,RL,Reg,Inside,CollgCr,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907420080,63.0,8199,2005,2005,728.0,0,1456,1.0,0.0,2,1,3,1,1,2.0,36,189000,280970.3884712944,18,7,5,3,4,3,3,6,1,5,4,4,3,3,60,RL,Reg,Inside,CollgCr,Norm,Gable,WdShing,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907425010,70.0,4426,2004,2004,848.0,0,848,1.0,0.0,1,0,1,1,1,2.0,149,149300,221951.7407342024,0,6,5,3,4,3,3,6,1,5,4,3,2,3,120,RM,Reg,Inside,CollgCr,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907425015,70.0,4426,2004,2004,848.0,0,848,1.0,0.0,1,0,1,1,1,2.0,149,141000,209612.8294944577,0,6,5,3,4,3,4,6,1,5,4,3,2,3,120,RM,Reg,Inside,CollgCr,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907425030,70.0,4438,2004,2004,848.0,0,848,1.0,0.0,1,0,1,1,1,2.0,149,149000,221505.7559905972,0,6,5,3,4,3,3,6,1,5,4,4,2,3,120,RM,Reg,Inside,CollgCr,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
907425035,70.0,4438,2004,2004,848.0,0,848,1.0,0.0,1,0,1,1,1,2.0,140,144500,214815.98483651876,0,6,5,3,4,3,4,6,1,5,4,4,3,3,120,RM,Reg,Inside,CollgCr,Norm,Gable,VinylSd,PConc,Y,Attchd,ConLD,Normal,0,1,1,1,1,1,1,0,0,0
908102030,67.0,8777,1910,1950,796.0,0,796,0.0,0.0,1,0,2,1,0,0.0,328,85000,126362.3440214816,164,5,7,3,2,3,1,1,1,4,3,0,0,0,30,RL,Reg,Inside,Edwards,Feedr,Gable,MetalSd,CBlock,Y,No aplica,WD ,Normal,0,1,1,1,0,1,0,0,1,0
908102040,67.0,8777,1900,2003,1272.0,0,2200,2.0,0.0,2,2,4,2,0,0.0,0,145900,216897.24697334316,70,5,7,3,3,3,1,5,1,4,3,0,0,0,90,RL,Reg,Inside,Edwards,Feedr,Gable,MetalSd,CBlock,Y,No aplica,WD ,Normal,0,1,1,1,1,1,0,0,1,0
908102140,75.0,9825,1966,1966,1092.0,0,1092,0.0,0.0,1,0,3,1,0,1.0,259,123000,182853.744878144,161,5,5,3,3,3,1,3,1,3,3,0,1,3,20,RL,Reg,Inside,Edwards,Norm,Hip,HdBoard,CBlock,Y,Attchd,COD,Abnorml,0,1,1,1,1,1,1,0,1,0
908102260,75.0,9937,1965,1965,1256.0,0,1256,1.0,0.0,1,1,3,1,0,1.0,736,147500,219275.83227257105,68,5,6,3,3,3,1,4,2,4,3,0,3,3,20,RL,Reg,Inside,Edwards,Norm,Gable,HdBoard,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
908103260,64.0,12102,1976,1976,456.0,0,1033,0.0,1.0,1,0,3,1,0,2.0,224,165000,245291.6089828761,0,5,5,3,4,4,4,5,1,5,3,0,2,2,85,RL,Reg,Inside,Edwards,Norm,Gable,HdBoard,CBlock,Y,BuiltIn,WD ,Family,0,1,1,1,1,1,1,0,0,0
908103280,65.0,6500,1976,1976,1127.0,0,1127,0.0,1.0,1,1,3,1,1,2.0,0,135000,200693.13462235316,138,6,6,3,3,5,1,4,1,3,3,1,1,3,20,RL,Reg,Inside,Edwards,Norm,Hip,HdBoard,CBlock,Y,Detchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
908127120,63.0,13907,1940,1969,996.0,0,996,1.0,0.0,1,0,3,1,1,0.0,144,108000,160554.5076978825,0,5,6,3,3,3,1,4,1,5,3,4,0,0,30,RL,Reg,Inside,Edwards,Norm,Gable,WdShing,CBlock,Y,No aplica,WD ,Normal,0,1,1,1,1,1,1,0,0,0
908128050,90.0,10012,1972,1972,1138.0,0,1181,1.0,0.0,2,0,3,1,0,2.0,0,137500,204409.6741523967,180,4,5,3,4,3,3,4,3,3,3,0,2,3,85,RL,Reg,Inside,Edwards,Norm,Gable,Plywood,CBlock,Y,Detchd,WD ,Normal,0,1,1,1,1,1,1,0,1,0
908128110,60.0,6931,2003,2004,746.0,0,1656,0.0,0.0,2,1,3,1,1,2.0,178,165400,245886.25530768305,128,7,5,3,4,3,1,1,1,5,4,4,3,3,60,RL,Reg,Inside,Edwards,Norm,Gable,VinylSd,PConc,Y,BuiltIn,WD ,Normal,0,1,1,1,1,1,1,0,0,0
908151040,65.0,9638,1977,1977,1029.0,0,1117,1.0,0.0,1,0,3,1,1,2.0,292,147000,218532.5243665623,0,6,6,3,3,3,3,5,3,3,3,2,2,3,80,RL,IR1,CulDSac,Edwards,Norm,Hip,Plywood,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
908152110,72.0,7200,1976,2001,684.0,0,1398,0.0,0.0,1,1,3,1,1,2.0,0,160500,238601.8378287976,0,6,7,3,3,3,3,5,1,3,3,3,3,3,60,RL,Reg,Inside,Edwards,Norm,Hip,Plywood,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,1,0
908152270,60.0,7024,2005,2005,1132.0,0,1132,1.0,0.0,1,1,2,1,0,2.0,252,176000,261644.3829150678,64,4,5,3,4,3,1,6,1,5,4,0,3,3,20,RL,Reg,Inside,Edwards,Norm,Gable,VinylSd,PConc,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
908154080,123.0,47007,1959,1996,0.0,0,3820,0.0,0.0,3,1,5,1,2,2.0,0,284700,423239.5216813625,372,5,7,3,0,0,0,0,0,3,5,4,1,3,20,RL,IR1,Inside,Edwards,Norm,Gable,Plywood,Slab,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
908186040,35.0,3675,2005,2005,547.0,0,1072,1.0,0.0,1,0,2,1,0,2.0,0,148000,220019.14017857972,28,6,5,3,4,3,4,6,1,5,3,0,2,3,180,RM,Reg,Inside,Edwards,Norm,Gable,VinylSd,PConc,Y,Basment,WD ,Normal,0,1,1,1,1,1,1,0,0,0
