Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,FunctioNo aplical,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,SalePrice_Present
1552,910206110,30,RM,60.0,7392,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,7,1930,1995,Gable,CompShg,Wd Sdng,Wd Sdng,No aplica,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,520.0,520.0,GasA,TA,Y,FuseA,912,0,0,912,0.0,0.0,1,0,2,1,TA,5,Typ,0,No aplica,Detchd,1934.0,RFn,1.0,360.0,TA,TA,Y,0,90,0,0,0,0,No aplica,No aplica,No aplica,0,5,2008,WD ,Normal,99500,147918.27329573434
1553,910226040,50,RM,75.0,9000,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,WdShing,Wd Shng,BrkFace,162.0,TA,TA,CBlock,TA,TA,No,ALQ,330.0,Unf,0.0,821.0,1151.0,GasA,Gd,Y,FuseA,1151,804,0,1955,0.0,0.0,2,0,4,1,TA,7,Typ,0,No aplica,Attchd,1958.0,Fin,1.0,356.0,TA,TA,Y,0,0,0,0,0,0,No aplica,No aplica,No aplica,0,1,2008,WD ,Normal,165500,246034.91688888476
1554,910251050,20,A (agr),80.0,14584,Pave,No aplica,Reg,Low,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,1,5,1952,1952,Gable,CompShg,AsbShng,VinylSd,No aplica,0.0,Fa,Po,Slab,No aplica,No aplica,No aplica,No aplica,0.0,No aplica,0.0,0.0,0.0,Wall,Po,N,FuseA,733,0,0,733,0.0,0.0,1,0,2,1,Fa,4,Sal,0,No aplica,Attchd,1952.0,Unf,2.0,487.0,Fa,Po,N,0,0,0,0,0,0,No aplica,No aplica,No aplica,0,2,2008,WD ,Abnorml,13100,19474.667137428343
1555,911102090,70,C (all),60.0,5280,Pave,No aplica,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,7,1895,1950,Gable,CompShg,Wd Sdng,Wd Sdng,No aplica,0.0,TA,TA,Stone,Po,Fa,No,Unf,0.0,Unf,0.0,173.0,173.0,GasA,Ex,N,SBrkr,825,536,0,1361,0.0,0.0,1,0,2,1,TA,6,Typ,0,No aplica,Detchd,1895.0,Unf,1.0,185.0,Fa,TA,Y,0,123,0,0,0,0,No aplica,No aplica,No aplica,0,7,2008,WD ,Normal,89000,132308.80726955133
1556,911102170,70,C (all),50.0,8500,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,1920,1950,Gambrel,CompShg,BrkFace,BrkFace,No aplica,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,649.0,649.0,GasA,TA,N,SBrkr,649,668,0,1317,0.0,0.0,1,0,3,1,TA,6,Typ,0,No aplica,Detchd,1920.0,Unf,1.0,250.0,TA,Fa,N,0,54,172,0,0,0,No aplica,MnPrv,No aplica,0,7,2008,WD ,Normal,40000,59464.632480697226
1557,911102180,50,C (all),52.0,5150,Pave,No aplica,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Norm,1Fam,1.5Fin,4,7,1910,2000,Gable,CompShg,Plywood,Plywood,No aplica,0.0,TA,TA,PConc,Po,TA,No,Unf,0.0,Unf,0.0,356.0,356.0,GasA,TA,N,FuseA,671,378,0,1049,0.0,0.0,1,0,2,1,TA,5,Typ,0,No aplica,Detchd,1910.0,Unf,1.0,195.0,Po,Fa,N,0,0,0,0,0,0,No aplica,No aplica,No aplica,0,5,2008,WD ,Normal,80900,120267.21919221013
1558,911226010,30,C (all),120.0,18000,Grvl,No aplica,Reg,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,4,1935,1950,Gable,CompShg,MetalSd,MetalSd,No aplica,0.0,Fa,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,894.0,894.0,GasA,TA,Y,SBrkr,894,0,0,894,0.0,0.0,1,0,2,1,TA,6,Typ,0,No aplica,Detchd,1994.0,RFn,3.0,1248.0,TA,TA,Y,0,20,0,0,0,0,No aplica,No aplica,Shed,560,8,2008,ConLD,Normal,81000,120415.88077341189
1559,911226030,70,C (all),60.0,9000,Grvl,No aplica,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,4,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,No aplica,0.0,TA,TA,Stone,Fa,Fa,Mn,Unf,0.0,Unf,0.0,592.0,592.0,GasA,Ex,Y,SBrkr,432,432,0,864,0.0,0.0,1,1,3,1,Fa,5,Min2,0,No aplica,Detchd,1920.0,Unf,1.0,216.0,Fa,Fa,N,0,30,160,0,0,0,No aplica,No aplica,No aplica,0,6,2008,WD ,Normal,65000,96630.02778113299
1560,911370410,120,RM,64.0,5587,Pave,No aplica,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1480.0,Unf,0.0,120.0,1600.0,GasA,Ex,Y,SBrkr,1652,0,0,1652,1.0,1.0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2008.0,Fin,2.0,482.0,TA,TA,Y,162,53,0,153,0,0,No aplica,No aplica,No aplica,0,11,2008,New,Partial,392500,583496.7062168416
1561,911370490,120,RM,44.0,3843,Pave,No aplica,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1476.0,Unf,0.0,120.0,1596.0,GasA,Ex,Y,SBrkr,1648,0,0,1648,1.0,1.0,2,0,2,1,Ex,5,Typ,1,Gd,Attchd,2007.0,Fin,2.0,525.0,TA,TA,Y,162,53,0,153,0,0,No aplica,No aplica,No aplica,0,8,2008,New,Partial,294464,437754.8384699007
1562,911370520,120,RM,44.0,3811,Pave,No aplica,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,174.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1474.0,Unf,0.0,120.0,1594.0,GasA,Ex,Y,SBrkr,1646,0,0,1646,1.0,1.0,2,0,2,1,Ex,5,Typ,1,Gd,Attchd,2004.0,Fin,2.0,482.0,TA,TA,Y,128,53,0,0,155,0,No aplica,No aplica,No aplica,0,7,2008,WD ,Normal,250000,371653.95300435764
1563,911370540,120,RM,44.0,3842,Pave,No aplica,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,174.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1373.0,Unf,0.0,221.0,1594.0,GasA,Ex,Y,SBrkr,1646,0,0,1646,1.0,1.0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2004.0,Fin,2.0,482.0,TA,TA,Y,128,53,0,0,155,0,No aplica,No aplica,No aplica,0,1,2008,WD ,Normal,275000,408819.3483047934
1564,914453045,20,RL,,23730,Pave,No aplica,IR2,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,668.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,700.0,Unf,0.0,1140.0,1840.0,GasA,Ex,Y,SBrkr,2032,0,0,2032,1.0,0.0,3,0,3,1,Gd,7,Typ,0,No aplica,Attchd,1996.0,Fin,3.0,786.0,TA,TA,Y,0,46,192,0,0,0,No aplica,No aplica,No aplica,0,9,2008,WD ,Normal,300000,445984.7436052292
1565,914465060,20,RL,,13265,Pave,No aplica,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,CemntBd,CmentBd,BrkFace,148.0,Gd,TA,PConc,Gd,TA,No,GLQ,1218.0,Unf,0.0,350.0,1568.0,GasA,Ex,Y,SBrkr,1689,0,0,1689,1.0,0.0,2,0,3,1,Gd,7,Typ,2,Gd,Attchd,2002.0,RFn,3.0,857.0,TA,TA,Y,150,59,0,0,0,0,No aplica,No aplica,No aplica,0,7,2008,WD ,Normal,271000,402872.8850567237
1566,914467050,60,RL,,11050,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,No aplica,0.0,TA,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,910.0,910.0,GasA,Ex,Y,SBrkr,910,910,0,1820,0.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1996.0,Unf,3.0,816.0,TA,TA,Y,318,32,0,0,0,0,No aplica,No aplica,No aplica,0,9,2008,WD ,Normal,213000,316649.16795971274
1567,914475020,80,RL,76.0,9880,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,No aplica,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,522.0,Unf,0.0,574.0,1096.0,GasA,TA,Y,SBrkr,1118,0,0,1118,1.0,0.0,1,0,3,1,TA,6,Typ,1,Po,Attchd,1977.0,Fin,1.0,358.0,TA,TA,Y,203,0,0,0,0,576,Gd,GdPrv,No aplica,0,7,2008,WD ,Normal,171000,254211.30385498065
1568,914476010,20,RL,75.0,10125,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,No aplica,0.0,TA,TA,CBlock,TA,TA,No,ALQ,641.0,LwQ,279.0,276.0,1196.0,GasA,TA,Y,SBrkr,1279,0,0,1279,0.0,1.0,2,0,3,1,TA,6,Typ,2,Fa,Detchd,1980.0,Unf,2.0,473.0,TA,TA,Y,238,83,0,0,0,0,No aplica,MnPrv,No aplica,0,2,2008,WD ,Normal,171500,254954.61176098936
1569,914476080,90,RL,76.0,10260,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,2Story,5,4,1976,1976,Gable,CompShg,Plywood,Plywood,No aplica,0.0,TA,TA,CBlock,No aplica,No aplica,No aplica,No aplica,0.0,No aplica,0.0,0.0,0.0,GasA,TA,Y,SBrkr,936,936,0,1872,0.0,0.0,2,2,4,2,TA,8,Typ,0,No aplica,Attchd,1976.0,Unf,2.0,484.0,TA,TA,Y,0,0,0,0,0,0,No aplica,No aplica,No aplica,0,11,2008,WD ,Abnorml,100000,148661.58120174307
1570,914476450,20,RL,74.0,9990,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,No aplica,0.0,TA,TA,PConc,Gd,TA,No,ALQ,1383.0,Unf,0.0,297.0,1680.0,GasA,Gd,Y,SBrkr,1689,0,0,1689,1.0,0.0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1991.0,Unf,2.0,432.0,TA,TA,Y,428,120,0,0,0,0,No aplica,No aplica,No aplica,0,7,2008,WD ,Normal,228500,339691.7130459829
1571,916125425,190,RL,,164660,Grvl,No aplica,IR1,HLS,AllPub,Corner,Sev,Timber,Norm,Norm,2fmCon,1.5Fin,5,6,1965,1965,Gable,CompShg,Plywood,Plywood,No aplica,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,1249.0,BLQ,147.0,103.0,1499.0,GasA,Ex,Y,SBrkr,1619,167,0,1786,2.0,0.0,2,0,3,1,TA,7,Typ,2,Gd,Attchd,1965.0,Fin,2.0,529.0,TA,TA,Y,670,0,0,0,0,0,No aplica,No aplica,Shed,700,8,2008,WD ,Normal,228950,340360.69016139075
1572,916226030,120,RL,42.0,4084,Pave,No aplica,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,TwnhsE,1Story,7,6,1986,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,340.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,893.0,Unf,0.0,384.0,1277.0,GasA,Gd,Y,SBrkr,1501,0,0,1501,1.0,0.0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,1986.0,Fin,2.0,512.0,TA,TA,Y,240,0,0,0,0,0,No aplica,No aplica,No aplica,0,7,2008,WD ,Normal,241500,359017.7186022095
1573,916325080,20,RL,,15498,Pave,No aplica,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,6,1976,1976,Hip,WdShake,Stone,HdBoard,No aplica,0.0,Gd,TA,CBlock,Gd,TA,Av,ALQ,1165.0,LwQ,400.0,0.0,1565.0,GasA,TA,Y,SBrkr,2898,0,0,2898,1.0,0.0,2,0,2,1,Gd,10,Typ,1,Gd,Attchd,1976.0,Fin,2.0,665.0,TA,TA,Y,0,72,174,0,0,0,No aplica,No aplica,No aplica,0,5,2008,COD,Abnorml,287000,426658.7380490026
1574,916380060,20,RL,74.0,11563,Pave,No aplica,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,258.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1036.0,Unf,0.0,482.0,1518.0,GasA,Ex,Y,SBrkr,1537,0,0,1537,1.0,0.0,2,0,3,1,Gd,8,Typ,0,No aplica,Attchd,2007.0,Fin,3.0,788.0,TA,TA,Y,0,26,0,0,0,0,No aplica,No aplica,No aplica,0,4,2008,WD ,Normal,294000,437065.0487331246
1575,916382120,20,RL,71.0,9520,Pave,No aplica,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,338.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1513.0,Unf,0.0,125.0,1638.0,GasA,Ex,Y,SBrkr,1646,0,0,1646,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2008.0,RFn,3.0,800.0,TA,TA,Y,192,44,0,0,0,0,No aplica,No aplica,No aplica,0,4,2008,New,Partial,293077,435692.9023386325
1576,916384100,60,RL,107.0,12852,Pave,No aplica,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,No aplica,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,770.0,Unf,0.0,150.0,920.0,GasA,Ex,Y,SBrkr,920,860,0,1780,1.0,0.0,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,Fin,2.0,612.0,TA,TA,Y,0,192,0,0,0,0,No aplica,No aplica,No aplica,0,1,2008,New,Partial,264966,393902.6452470105
1577,916386040,80,RL,73.0,9802,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,No aplica,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,352.0,352.0,GasA,Gd,Y,SBrkr,712,730,0,1442,0.0,0.0,2,1,3,1,TA,6,Typ,0,No aplica,BuiltIn,2007.0,Fin,2.0,400.0,TA,TA,Y,100,0,0,0,0,0,No aplica,No aplica,No aplica,0,4,2008,WD ,Normal,172500,256441.2275730068
1578,916386080,80,RL,73.0,9735,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,No aplica,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Gd,Y,,754,640,0,1394,0.0,0.0,2,1,3,1,Gd,7,Typ,0,No aplica,BuiltIn,2007.0,Fin,2.0,400.0,TA,TA,Y,100,0,0,0,0,0,No aplica,No aplica,No aplica,0,5,2008,WD ,Normal,167500,249008.14851291964
1579,916386180,60,RL,81.0,12018,Pave,No aplica,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,60.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,796.0,796.0,GasA,Ex,Y,SBrkr,796,816,0,1612,0.0,0.0,2,1,3,1,Gd,6,Typ,0,No aplica,Attchd,2008.0,Fin,3.0,666.0,TA,TA,Y,0,64,0,0,0,0,No aplica,No aplica,No aplica,0,10,2008,New,Partial,218689,325106.5253142799
1580,916402015,20,RL,75.0,12890,Pave,No aplica,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1989,1989,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,128.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,1495.0,1495.0,GasA,Ex,Y,SBrkr,1495,0,0,1495,0.0,0.0,2,0,3,1,TA,8,Typ,1,TA,Attchd,1989.0,Unf,2.0,438.0,TA,TA,Y,252,0,192,0,0,0,No aplica,No aplica,No aplica,0,7,2008,WD ,Normal,150000,222992.3718026146
1581,916402115,20,RL,47.0,12416,Pave,No aplica,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1986,1986,Gable,CompShg,VinylSd,Plywood,Stone,132.0,TA,TA,CBlock,Gd,Fa,No,ALQ,1398.0,LwQ,208.0,0.0,1606.0,GasA,TA,Y,SBrkr,1651,0,0,1651,1.0,0.0,2,0,3,1,TA,7,Min2,1,TA,Attchd,1986.0,Fin,2.0,616.0,TA,TA,Y,192,0,0,0,0,0,No aplica,No aplica,No aplica,0,11,2008,WD ,Normal,184000,273537.3094112072
1582,916402215,20,RL,93.0,18265,Pave,No aplica,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1986,1986,Gable,CompShg,Plywood,HdBoard,BrkFace,228.0,Gd,Gd,CBlock,Gd,Gd,Av,GLQ,920.0,Rec,60.0,276.0,1256.0,GasA,Ex,Y,SBrkr,1256,0,0,1256,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Fa,Attchd,1986.0,Unf,2.0,578.0,TA,TA,Y,282,0,0,0,0,0,No aplica,No aplica,No aplica,0,3,2008,WD ,Normal,180000,267590.8461631375
1583,916403230,80,RL,85.0,10200,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,6,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,BrkFace,219.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,783.0,Unf,0.0,678.0,1461.0,GasA,Ex,Y,SBrkr,1509,0,0,1509,1.0,0.0,2,0,3,1,Gd,5,Typ,1,Fa,Attchd,1988.0,RFn,2.0,600.0,TA,TA,Y,224,0,0,0,0,0,No aplica,No aplica,No aplica,0,8,2008,WD ,Abnorml,175000,260157.76710305037
1584,916455120,20,RL,82.0,11202,Pave,No aplica,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,206.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1029.0,Unf,0.0,403.0,1432.0,GasA,Ex,Y,SBrkr,1440,0,0,1440,1.0,0.0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,2003.0,Fin,2.0,467.0,TA,TA,Y,185,95,0,0,0,0,No aplica,No aplica,No aplica,0,6,2008,WD ,Normal,232500,345638.1762940526
1585,916460060,20,RL,,7915,Pave,No aplica,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1999,2000,Hip,CompShg,VinylSd,VinylSd,No aplica,0.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1223.0,Unf,0.0,443.0,1666.0,GasA,Ex,Y,SBrkr,1675,0,0,1675,1.0,0.0,2,0,3,1,Gd,6,Typ,0,No aplica,Attchd,1999.0,RFn,2.0,435.0,TA,TA,Y,165,52,0,0,0,0,No aplica,No aplica,No aplica,0,12,2008,WD ,Normal,195000,289890.083343399
1586,916477020,60,RL,85.0,12244,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,Stone,226.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,871.0,Unf,0.0,611.0,1482.0,GasA,Ex,Y,SBrkr,1482,780,0,2262,1.0,0.0,2,1,4,1,Gd,10,Typ,2,Gd,Attchd,2003.0,Fin,3.0,749.0,TA,TA,Y,168,0,0,0,0,0,No aplica,No aplica,No aplica,0,8,2008,WD ,Normal,305000,453417.82266531634
1587,921126030,20,RL,79.0,11449,Pave,No aplica,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,No aplica,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1011.0,Unf,0.0,873.0,1884.0,GasA,Ex,Y,SBrkr,1728,0,0,1728,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007.0,Fin,2.0,520.0,TA,TA,Y,0,276,0,0,0,0,No aplica,No aplica,No aplica,0,1,2008,WD ,Normal,298751,444127.96045601944
1588,921201060,20,RL,85.0,11447,Pave,No aplica,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,674.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1571.0,Unf,0.0,393.0,1964.0,GasA,Ex,Y,SBrkr,1964,0,0,1964,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,3.0,892.0,TA,TA,Y,0,265,0,0,0,0,No aplica,No aplica,No aplica,0,6,2008,WD ,Normal,370000,550047.8504464494
1589,923202005,90,RM,97.0,8940,Pave,No aplica,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,200.0,TA,Gd,PConc,Gd,Gd,Gd,GLQ,1309.0,Unf,0.0,35.0,1344.0,GasA,Ex,Y,SBrkr,1344,0,0,1344,2.0,0.0,2,0,2,2,TA,8,Typ,0,No aplica,Attchd,1997.0,Fin,4.0,784.0,TA,TA,Y,0,0,0,0,0,0,No aplica,No aplica,No aplica,0,11,2008,WD ,Alloca,209200,311000.0278740465
1590,923202015,90,RM,78.0,7060,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,200.0,TA,Gd,PConc,Gd,Gd,Gd,GLQ,1309.0,Unf,0.0,35.0,1344.0,GasA,Ex,Y,SBrkr,1344,0,0,1344,2.0,0.0,2,0,2,2,TA,8,Typ,0,No aplica,Attchd,1997.0,Fin,4.0,784.0,TA,TA,Y,0,0,0,0,0,0,No aplica,No aplica,No aplica,0,11,2008,WD ,Alloca,206300,306688.84201919596
1591,923202137,20,RL,77.0,9278,Pave,No aplica,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Feedr,Artery,1Fam,1Story,5,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,No aplica,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1092.0,1092.0,GasA,Ex,Y,SBrkr,1092,0,0,1092,0.0,0.0,1,0,2,1,TA,5,Typ,0,No aplica,No aplica,0.0,No aplica,0.0,0.0,No aplica,No aplica,Y,0,52,0,0,0,0,No aplica,No aplica,No aplica,0,2,2008,WD ,Abnorml,146000,217045.90855454488
1592,923203140,120,RM,32.0,4500,Pave,No aplica,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1997,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,197.0,TA,TA,PConc,Ex,TA,No,GLQ,864.0,Unf,0.0,325.0,1189.0,GasA,Ex,Y,SBrkr,1189,0,0,1189,1.0,0.0,2,0,2,1,TA,4,Typ,0,No aplica,Attchd,1997.0,RFn,2.0,392.0,TA,TA,Y,0,122,0,0,0,0,No aplica,No aplica,No aplica,0,4,2008,WD ,Normal,160500,238601.8378287976
1593,923204040,85,RL,150.0,14137,Pave,No aplica,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,4,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,98.0,TA,TA,CBlock,Gd,TA,Av,ALQ,865.0,LwQ,247.0,88.0,1200.0,GasA,Gd,Y,SBrkr,1200,0,0,1200,1.0,0.0,1,0,3,1,TA,6,Typ,0,No aplica,2Types,1964.0,Fin,3.0,850.0,TA,TA,Y,0,119,0,0,171,0,No aplica,No aplica,No aplica,0,11,2008,ConLD,Normal,173000,257184.5354790155
1594,923225080,120,RM,,4224,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,6,1975,1975,Gable,CompShg,CemntBd,CmentBd,No aplica,0.0,TA,TA,PConc,Gd,TA,No,GLQ,769.0,Unf,0.0,271.0,1040.0,GasA,Gd,Y,SBrkr,1040,0,0,1040,0.0,0.0,1,0,3,1,TA,6,Typ,0,No aplica,Attchd,1975.0,Unf,2.0,499.0,TA,TA,Y,0,100,0,0,0,0,No aplica,No aplica,No aplica,0,6,2008,WD ,Normal,124000,184340.3606901614
1595,923225150,160,RM,,2665,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1976,1976,Gable,CompShg,CemntBd,CmentBd,No aplica,0.0,TA,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,264.0,264.0,GasA,TA,Y,SBrkr,616,688,0,1304,0.0,0.0,1,1,3,1,TA,4,Typ,1,Gd,BuiltIn,1976.0,Fin,1.0,336.0,TA,TA,Y,141,24,0,0,0,0,No aplica,No aplica,No aplica,0,6,2008,WD ,Normal,115000,170960.81838200454
